msisdn,gender,year_of_birth,system_status,mobile_type,value_segment
8b65d9cc09079d3c05893771de6d4220,Male,1992,ACTIVE,Prepaid,Tier_3
b15671679ab9dbad90b37d9ccac37f10,Male,1989,ACTIVE,Prepaid,Tier_3
bf9f9134ae6b6e7f45c86ed13a209ae7,Male,1986,ACTIVE,Prepaid,Tier_3
024b0c387f385eb6f6ef92cc5977c0b7,Female,1978,ACTIVE,Prepaid,Tier_3
a510614d8d48a04616fb523a120241d7,Male,1980,ACTIVE,Prepaid,Tier_3
c6cf085d8d69a4744d19f9918cf75d28,Male,1981,ACTIVE,Prepaid,Tier_3
832b24966667a728aaa11b9890f66c41,Female,1968,ACTIVE,Prepaid,Tier_3
4edbad1947ad3670fad60b10dabf3fbb,Male,1995,ACTIVE,Prepaid,Tier_3
6d4964fc51562ea5fc360eb0427626ca,Male,1992,ACTIVE,Prepaid,Tier_3
44fba60003a9353c4ef694c6c5e3f9ab,Female,1983,ACTIVE,Prepaid,Tier_3
7b5e77194a57b9d0c791fc5a81beb58a,Male,1958,ACTIVE,Prepaid,Tier_3
adfd2ec2669cc4ba49dfed0d49482e50,Male,1997,ACTIVE,Prepaid,Tier_3
467f09a26bcca531d65980f4eb01e8f0,Female,1995,ACTIVE,Prepaid,Tier_3
6631b7941a7664e4372f03ffaf16830d,Male,1963,ACTIVE,Prepaid,Tier_3
81c2b4464fccecdfdc5930eea5b5a2d5,Male,1990,ACTIVE,Prepaid,Tier_3
219453962c5c01a0a5b5c451bda94237,Female,1978,ACTIVE,Prepaid,Tier_3
ebf0935e45284fdf7ec89d18702eb365,Male,1987,ACTIVE,Prepaid,Tier_3
e36e8bcec75e90ed0ce1e763028c148a,Male,1989,ACTIVE,Prepaid,Tier_3
4963d0337685453a0e775f781716f195,Female,1983,ACTIVE,Prepaid,Tier_3
0e147a58223557df917edbc0bc7cddda,Male,1986,ACTIVE,Prepaid,Tier_3
66c93c907cffef561c3d54cb1ca1fb39,Male,1971,ACTIVE,Prepaid,Tier_3
94b3ce7dc222d3cf8d0dac2c333c7496,Male,1983,ACTIVE,Prepaid,Tier_3
21878f9995ba78bee7876a2df1f59d43,Male,1991,ACTIVE,Prepaid,Tier_3
b9bf7839ffa1aea0ee23041005fe3536,Male,1956,ACTIVE,Prepaid,Tier_3
347ac82b6fdf7085288a5207dc1efb63,Male,1994,ACTIVE,Prepaid,Tier_3
347ac82b6fdf7085288a5207dc1efb63,,1994,ACTIVE,Prepaid,Tier_3
15bd16048a67f3428929faca189aa353,Male,1945,ACTIVE,Prepaid,Tier_3
3a2ae0b33d22213c5e3ed168af719567,,1991,ACTIVE,Prepaid,Tier_3
3a2ae0b33d22213c5e3ed168af719567,,1989,ACTIVE,Prepaid,Tier_3
585b5c074eb4d3faf78a132af6d5c74e,,1987,ACTIVE,Prepaid,Tier_3
e229fd52acca9086f0fd657506997e70,MALE,1972,ACTIVE,Prepaid,Tier_3
e39f7c036b37ee3dbecf6d3c179cd0b9,MALE,1977,ACTIVE,Prepaid,Tier_3
193f9032b94af1c8260687ba5d57040b,MALE,1983,ACTIVE,Prepaid,Tier_3
d648f592dd224e5a8496e387ab6c8c78,MALE,1968,ACTIVE,Prepaid,Tier_3
9d1448e5da7000d5949a4d1929362941,FEMALE,1973,ACTIVE,Prepaid,Tier_3
b2d9a0f7bfb2cb525a1b4982f16d8e14,,1997,ACTIVE,Prepaid,Tier_3
adf1cce4847edb150f8d65eec2dd99bb,MALE,1972,ACTIVE,Prepaid,Tier_3
93e60655879573778f4b8867a171eb44,,1970,ACTIVE,Prepaid,Tier_3
4d6b1b5848350652aff8d1e61c39f3fc,FEMALE,1987,ACTIVE,Prepaid,Tier_3
d487b1ecde0a14a0b7937b4a7125bca0,MALE,1972,ACTIVE,Prepaid,Tier_3
7304d49faeaf0c5cca3ec4aad401f336,,1967,ACTIVE,Prepaid,Tier_3
921890d06d6a3ab080c24ff472e84a21,FEMALE,1979,ACTIVE,Prepaid,Tier_3
7b3491a5c34a284990a5d027c2edffa1,MALE,1989,ACTIVE,Prepaid,Tier_3
b4063829afbb7975f65ffd85a75aebc6,MALE,1991,ACTIVE,Prepaid,Tier_3
0b8ab7235d96cc0c6093dba8c9d79c6f,MALE,1986,ACTIVE,Prepaid,Tier_3
686a2e74e09f40a1c78f5dce4b522971,MALE,1989,ACTIVE,Prepaid,Tier_3
5dcffeb401eefacc4c5518a96d778afa,Male,1971,ACTIVE,Prepaid,Tier_3
95562cd8af12a2790cd8b3c29e61058a,FEMALE,1992,ACTIVE,Prepaid,Tier_3
95562cd8af12a2790cd8b3c29e61058a,FEMALE,1992,SUSPEND,Prepaid,Tier_3
4e2327fee2dc91391ce7c33ca27dea91,MALE,1995,ACTIVE,Prepaid,Tier_3
b1b2cac55fdc9b3e881a38f84d0f0f9b,MALE,1987,ACTIVE,Prepaid,Tier_3
2d36beba7e8bd4a90a71f51bb32fbfd4,MALE,1977,ACTIVE,Prepaid,Tier_3
6bab8ecb839621cd9113020b2a4bfa39,,1980,ACTIVE,Postpaid,Tier_3
abe76851e2ae5fe0efc3e6875397df90,MALE,1993,ACTIVE,Prepaid,Tier_3
311277b898258e72098ebea660ab4843,MALE,1989,ACTIVE,Prepaid,Tier_3
529e66a26b70ef7a18d0173cc2019074,MALE,1983,ACTIVE,Prepaid,Tier_3
5001ae810f0a17338b907e5b13b9230b,MALE,1979,ACTIVE,Prepaid,Tier_3
d02e19277f433415972057a6e7200b23,MALE,1987,ACTIVE,Prepaid,Tier_3
f3db3ab835fa0c22c9da49032e02bad1,Male,1966,ACTIVE,Prepaid,Tier_3
36dd76dee68c966a4e898d828a7de040,MALE,1977,ACTIVE,Prepaid,Tier_3
17e559fa981409d37afb36b4409f38b5,FEMALE,1993,ACTIVE,Prepaid,Tier_3
415cb8aa9c31e419f62c6ca0d91e0805,FEMALE,1991,ACTIVE,Prepaid,Tier_3
8a9eb13d4a948c54e08f30d560df48df,FEMALE,1983,ACTIVE,Prepaid,Tier_3
d5be44b227adc1422587ca96fcb2fa63,MALE,1972,ACTIVE,Prepaid,Tier_3
795f24ef7e2d30fa14422bd1f8c865a3,MALE,1981,ACTIVE,Prepaid,Tier_3
6679efcf7fe5279aa4d7f60498c41e89,MALE,1978,ACTIVE,Prepaid,Tier_3
692b08e1b9706d24adc80340cfb94c35,,1985,ACTIVE,Prepaid,Tier_3
0d7b4674d65ce5e038736c60b20c8801,MALE,1958,ACTIVE,Prepaid,Tier_3
0c98aa51d303ffc144ae71fa71591b3e,MALE,1951,ACTIVE,Prepaid,Tier_3
c2beed662479a18c2cffe83279a5f98a,,1962,ACTIVE,Prepaid,Tier_3
ed7548291f35edafc833a8eb4147b423,FEMALE,1994,ACTIVE,Prepaid,Tier_3
82eaf5c5711a290507beb1ab449b19c2,MALE,1989,ACTIVE,Prepaid,Tier_3
0c2788cf989922e3f59d77fc9e198c07,FEMALE,1986,ACTIVE,Prepaid,Tier_3
ceee590588fc2e637f4542a502e333fb,MALE,1991,ACTIVE,Prepaid,Tier_3
7476b5e44dc42f7a8775dd06a885ad08,MALE,1991,ACTIVE,Prepaid,Tier_3
5eb42b128a9468f6387806061c7989b6,MALE,1993,ACTIVE,Prepaid,Tier_3
1ff7588e6c00088feb1412817e36b408,MALE,1990,ACTIVE,Prepaid,Tier_3
3e3d96f7c5af42a4459c21c5b9b7a2d4,MALE,1992,ACTIVE,Prepaid,Tier_3
6303e4adc320d90dca442669077dd544,MALE,1971,ACTIVE,Prepaid,Tier_3
4e0555cdede2367cfa14f90b2b88d4ff,,1988,ACTIVE,Postpaid,Tier_3
4759ceaa42c5ad83eb8dc5c67096ef84,MALE,1995,ACTIVE,Prepaid,Tier_3
38a56b783ae7cd6a6a873bbac393e0a0,MALE,1959,ACTIVE,Prepaid,Tier_3
dfb276aab124102c2f8ef45d67a93a53,MALE,1975,ACTIVE,Prepaid,Tier_3
d74a1ceeb90c73b7841ea4630de855aa,MALE,1988,ACTIVE,Prepaid,Tier_3
c3b37ca207a03a4209575256c2cabb0e,MALE,1977,ACTIVE,Prepaid,Tier_3
1f6f703b0038effb21878b2229af23a2,Male,1988,ACTIVE,Prepaid,Tier_3
eb8ed8750479d957f692e8a7a1a3f3ee,Male,1966,ACTIVE,Prepaid,Tier_3
89277101689958ddda70f4ff6fa25986,FEMALE,1979,ACTIVE,Prepaid,Tier_3
1fa0fc075bf52ba68fe7a0c8f073b849,MALE,1988,ACTIVE,Prepaid,Tier_3
5e1bd962b39892c0adc7e86f3647acea,MALE,1970,ACTIVE,Prepaid,Tier_3
fe629a60c48cb351d360e1e80e648b92,MALE,1991,ACTIVE,Prepaid,Tier_3
0a3480436f2b2e665b42f7d7b196cd07,MALE,1987,ACTIVE,Prepaid,Tier_3
f9bfba6a024a9f8dfc8e5b0523db4138,,1959,ACTIVE,Prepaid,Tier_3
6fb362096773958f7d5ce6ff303a387d,MALE,1990,ACTIVE,Prepaid,Tier_3
4fdd677e6f8247d91c644f79a225dc7e,,1973,ACTIVE,Prepaid,Tier_3
474d000aba488a00ade8efad649c820a,,1971,ACTIVE,Prepaid,Tier_3
a193e0320f205c978218af888e22c592,MALE,1991,ACTIVE,Prepaid,Tier_3
e2a169cac59a423cfff804d49471f3f9,,1987,ACTIVE,Prepaid,Tier_3
7a1d4bc6bc7269715b6e66f930ee8690,,1989,ACTIVE,Postpaid,Tier_3
d67247eb278afbb7bbc5e9acbc405459,,1979,ACTIVE,Prepaid,Tier_3
054b6f33f4b4e7dc4baf0abe07e65ad2,MALE,1990,ACTIVE,Prepaid,Tier_3
8c7743bc33164b49aab6418c93abfa60,MALE,1993,ACTIVE,Prepaid,Tier_3
7e12f32f08573b5a05c9fb138701b276,MALE,1957,ACTIVE,Prepaid,Tier_3
2ce03c4b3920017e6de5d138135d464a,MALE,1995,ACTIVE,Prepaid,Tier_3
e156366123fde334314a8d1b3bb2e8fb,FEMALE,1956,ACTIVE,Prepaid,Tier_3
563a7d75d94ee3483cf5209c16e1a04c,MALE,1968,ACTIVE,Prepaid,Tier_3
c54e77ddfcb0a59b105d5577ed48cff2,MALE,1987,ACTIVE,Prepaid,Tier_3
b03a86727866d401c5842032d18b6bf4,MALE,1997,ACTIVE,Prepaid,Tier_3
96f6a297c81088fc65ca328e27834554,Male,1993,ACTIVE,Prepaid,Tier_3
66e46898584bb8a5a7580ff1a98e9fab,Male,1977,ACTIVE,Prepaid,Tier_3
71c238ffbfbea7052e1a47cfa511e28a,MALE,1984,ACTIVE,Postpaid,Tier_3
7ce6909995f9978e343a99b8cd515c36,MALE,1995,ACTIVE,Prepaid,Tier_3
9dda853e5bf16282104d8c6f1cf80ab9,FEMALE,1989,ACTIVE,Prepaid,Tier_3
485a84667ffe7766fc91a076998c45fc,FEMALE,1975,ACTIVE,Prepaid,Tier_3
f63769962f9a5e6be47873fecee8c557,,1967,ACTIVE,Prepaid,Tier_3
e415cfd36a3c472b9dbd38024e7df12d,MALE,1993,ACTIVE,Prepaid,Tier_3
eeda4e4d1d800afd73e9f2f3bc894d78,MALE,1980,ACTIVE,Prepaid,Tier_3
0fe6d71a87d1dea874c2c85a443de7dd,MALE,1982,ACTIVE,Prepaid,Tier_3
0027f5e2b2603cb136cbeeb836959fac,MALE,1965,ACTIVE,Prepaid,Tier_3
9834be7b46a338301f593e43b19dc056,MALE,1980,ACTIVE,Prepaid,Tier_3
edb57ff83a0951b80205740e58e51a6f,MALE,1964,ACTIVE,Prepaid,Tier_3
9c81c2e42eb9c5c7f570969ca107e976,MALE,1988,ACTIVE,Prepaid,Tier_3
517c7ca5adf04d8f7c76bcb1006b63e6,MALE,1972,ACTIVE,Prepaid,Tier_3
ff5d54a30928bfbef04d4d241c065e66,MALE,1966,ACTIVE,Prepaid,Tier_3
1819575e82799e52e11863f6d23036f2,,1988,ACTIVE,Prepaid,Tier_3
7d6e8fbb1a88092d3b65733ba44f4337,MALE,1984,ACTIVE,Prepaid,Tier_3
3248e6b995bfcb02b23d758fe6da4869,,1979,ACTIVE,Prepaid,Tier_3
9a81f81deaac6ab215bdd8f86ef9b567,MALE,1970,ACTIVE,Prepaid,Tier_3
bf33592f31873ad21085d59bed58c222,MALE,1993,ACTIVE,Prepaid,Tier_3
3f076808530c09560d476ad600a98649,MALE,1985,ACTIVE,Prepaid,Tier_3
b84e71290536549ae83b8b461426ea76,MALE,1988,ACTIVE,Prepaid,Tier_3
736be04bf1121f15e1d408290cd93f91,FEMALE,1984,ACTIVE,Prepaid,Tier_3
22b40768d071292f2e9cf046fa8d432f,,1976,ACTIVE,Postpaid,Tier_3
72f614159cdb94ecf341f8414777e7f7,,1955,ACTIVE,Prepaid,Tier_3
e563cb9ecbd32e4038f5a9ebedf29f45,FEMALE,1991,ACTIVE,Prepaid,Tier_3
95ae7572bc458599a1a54060951beb7e,,1989,ACTIVE,Prepaid,Tier_3
037c3328b1a388caf302cfbef507ed47,MALE,1978,ACTIVE,Prepaid,Tier_3
3c8e751d342272ace00d35dc51f230c7,MALE,1979,ACTIVE,Prepaid,Tier_3
d11f25f163485fc4d2a9e0e6a748cbd4,MALE,1988,ACTIVE,Prepaid,Tier_3
060e1a0ee786c700bb60a6ef34e4a473,Male,1982,ACTIVE,Postpaid,Tier_3
060e1a0ee786c700bb60a6ef34e4a473,Male,1977,ACTIVE,Postpaid,Tier_3
851ff5d8372e1f9a7bb6de19439f1d81,MALE,1991,ACTIVE,Prepaid,Tier_3
fbbb952638d6226200a96c1ba51493ff,,1969,ACTIVE,Postpaid,Tier_3
bc5e981f5c78175726a6be79fb6adae6,,1978,ACTIVE,Prepaid,Tier_3
2bed3bbb8f7bdf38ca7aedc044f5fbde,MALE,1989,ACTIVE,Prepaid,Tier_3
8eff05bb2eea237c13efcfef2edd0b41,FEMALE,1979,ACTIVE,Prepaid,Tier_3
fc6d25973295d1ee5190798af556ce9c,MALE,1989,ACTIVE,Prepaid,Tier_3
957e74925b9ff62858a35a623de1dd94,FEMALE,1962,ACTIVE,Prepaid,Tier_3
503e5eceff682c6371d9fd9f568e50c9,MALE,1986,ACTIVE,Prepaid,Tier_3
4aedc9745ab163d9b2b40e4fde52bac3,MALE,1963,ACTIVE,Prepaid,Tier_3
20fe2d8ddbf64bf61141497aa9c922d2,FEMALE,1981,ACTIVE,Prepaid,Tier_3
66542ff3194e7e9aca419f67017fb588,FEMALE,1978,ACTIVE,Prepaid,Tier_3
33b90559eaa3364990007ac0200b60e6,MALE,1997,ACTIVE,Prepaid,Tier_3
4145f44e822cd0036563bd1bd2976105,MALE,1988,ACTIVE,Prepaid,Tier_3
ffb767c9ec38657bfc3ee4715d0aa29a,MALE,1971,ACTIVE,Postpaid,Tier_3
b608aafc05acec6440e1a0bb5070d566,MALE,1993,ACTIVE,Prepaid,Tier_3
59a0f7540217298fa74a198ede935c8c,MALE,1989,ACTIVE,Prepaid,Tier_3
71c5a35b672171f31fea71458a04abd7,,1977,ACTIVE,Prepaid,Tier_3
4f5bc8a6f4bed0688534e0faf55d8480,,1987,ACTIVE,Prepaid,Tier_3
c65c031f071899a721217ce7594b6491,MALE,1987,ACTIVE,Prepaid,Tier_3
0284390a36318c65f2cec804b3cdae37,MALE,1989,ACTIVE,Prepaid,Tier_3
fad209ca51a5cb65946d16f7c780a4c7,MALE,1961,ACTIVE,Prepaid,Tier_3
65cb915f9f73c567d93602016704d99e,,1963,ACTIVE,Prepaid,Tier_3
5d389231e2c99659eae820fd03254cc5,MALE,1990,ACTIVE,Prepaid,Tier_3
917b2b06cb4d9d02e4e1fafd07c72126,MALE,1990,ACTIVE,Prepaid,Tier_3
3a0a97623cddbf687506c22b104547be,MALE,1984,ACTIVE,Prepaid,Tier_3
96509372dd513732cb223baac4fe98cc,MALE,1991,ACTIVE,Prepaid,Tier_3
4ca205e7c35f22d523a7327a1c30ed4f,MALE,1977,ACTIVE,Prepaid,Tier_3
ce4b1d1e3767222ba227610b34e04302,,1990,ACTIVE,Prepaid,Tier_3
f72fd9509e8e0db0879b217c8c81b1fb,FEMALE,1975,ACTIVE,Prepaid,Tier_3
aba37ce172e0caad74a94f9258f89fdc,MALE,1996,ACTIVE,Prepaid,Tier_3
8ca94c4f0e6d219e8c970c7c54297ced,FEMALE,1986,ACTIVE,Prepaid,Tier_3
4849a5a0d3cec635a17c2a59dc684831,MALE,1982,ACTIVE,Prepaid,Tier_3
6b5cbd1b936a5a83ad8236f08232c441,FEMALE,1989,ACTIVE,Prepaid,Tier_3
c94ac9c77484ef9948a7aa31a877c095,MALE,1994,ACTIVE,Prepaid,Tier_3
3824963797c39263c3d6f61d547def65,MALE,1981,ACTIVE,Prepaid,Tier_3
aca0af30a4c4ae4681eba43123b220b5,FEMALE,1972,ACTIVE,Prepaid,Tier_3
d757c42f606fb3761abffa7220d15386,MALE,1988,ACTIVE,Prepaid,Tier_3
879a97554001bd6aec08d2ee9c4c64e8,MALE,1989,ACTIVE,Prepaid,Tier_3
a5814ee2aa30a64774157e9938f4993f,,1992,ACTIVE,Postpaid,Tier_3
a2dabcdbd8c7abc76148d92e079e75de,MALE,1984,ACTIVE,Prepaid,Tier_3
4436fd45143148f6338bf7f071f66277,FEMALE,1988,ACTIVE,Prepaid,Tier_3
d11d4f47df8baf0c2d97b7b95690f77a,MALE,1946,ACTIVE,Prepaid,Tier_3
e61fa602329fc3daaac495e630830570,,1980,ACTIVE,Prepaid,Tier_3
